Job Filing Number,Filing Status,Filing Date,House No,Street Name,Borough,Block,LOT,Bin,Job Description,Filing Review Type,guid,filing_status,doc_description,doc_name,doc_url_original,download_url,result_status,error_body,zoning_status,doc_create_on,doc_category,doc_type_name,doc_status_label
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 7 Documents  - Parking Declaration,Other 7 Documents  - Parking Declaration,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984dd60e5,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 7 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other Documents  - AI1 PAA P1,Other Documents  - AI1 PAA P1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861bbbce,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 4 Documents - Prior to Approval,Other 4 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984c4053e,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 4 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 8 Documents  - Front bldg CO,Other 8 Documents  - Front bldg CO,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ec3987,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 8 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 6 Documents  - Sanborn Map,Other 6 Documents  - Sanborn Map,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984dd5ec1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 6 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 3 Documents - Prior to Approval,Other 3 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984bb5bd7,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 3 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 9 Documents  - Rear bldg CO,Other 9 Documents  - Rear bldg CO,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ec3989,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 9 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 5 Documents  - RP-602,Other 5 Documents  - RP-602,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984db08ef,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 5 Documents - Prior to Approval,Accepted
Q08018024-I1,,,37-01,MAIN STREET,QUEENS,4978,8,4112476,"Installation of new business accessory awning at OSP. No change in use, egress, and occupancy.",Professional Certification,d63d001c-9347-ed11-a900-005056b0c55c,,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B01203796-P1,,,210,JORALEMON STREET,BROOKLYN,266,7501,3002558,removal and installation of non bearing partitions and related finishes as per plans filed here with. No change in use egress or occupancy,Professional Certification,da656ee3-d363-f011-a4ca-005056b09d5b,6,Landmark Approval,Landmark Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039872a3647,,FILTERED,,NO ZONING DOCUMENTS,2025-07-18,Supporting Documents,Landmark Approval,Accepted
B01203796-P1,,,210,JORALEMON STREET,BROOKLYN,266,7501,3002558,removal and installation of non bearing partitions and related finishes as per plans filed here with. No change in use egress or occupancy,Professional Certification,da656ee3-d363-f011-a4ca-005056b09d5b,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039872a364a,,FILTERED,,NO ZONING DOCUMENTS,2025-07-18,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,Design Commission Approval City Owned (Exterior Work),Design Commission Approval City Owned (Exterior Work),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985299690,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Design Commission Approval City Owned (Exterior Work),Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985b99ff0,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Street Tree Checklist,Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398529968e,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,Site Survey: Initial,Site Survey: Initial,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039852996a6,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Site Survey: Initial,Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,DEP Stormwater Construction Permit,DEP Stormwater Construction Permit,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985c4a3bd,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,DEP Stormwater Construction Permit,Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303985c4a486,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
B08023268-P5,,,2224,EAST   23 STREET,BROOKLYN,7381,201,3201080,"P.S. 206-K: Site removals, erosion measures and details.",Standard Plan Examination or Review,72170be8-af6a-ef11-a45d-005056b04135,6,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985b80588,,FILTERED,,NO ZONING DOCUMENTS,2024-09-04,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
M00731102-I1,,,355,SOUTH END AVENUE,MANHATTAN,16,100,1083373,"Facade restoration. No change in egress, use or occupancy.",Professional Certification,03749c75-becb-ec11-a8f3-005056b0044a,,,,,,AKAMAI_BLOCKED,,BLOCKED,,,,
M00731102-I1,,,355,SOUTH END AVENUE,MANHATTAN,16,100,1083373,"Facade restoration. No change in egress, use or occupancy.",Professional Certification,03749c75-becb-ec11-a8f3-005056b0044a,18,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984f43958,,FILTERED,,NO ZONING DOCUMENTS,2022-05-04,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
X01202715-P1,,,544,SOUTHERN BOULEVARD,BRONX,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination or Review,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,SOIL REPORT,SOIL REPORT,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039890e7915,,FILTERED,,NO ZONING DOCUMENTS,2025-07-30,Supporting Documents,SOIL REPORT,Accepted
X01202715-P1,,,544,SOUTHERN BOULEVARD,BRONX,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination or Review,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039873d788f,,FILTERED,,NO ZONING DOCUMENTS,2025-07-30,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
X01202715-P1,,,544,SOUTHERN BOULEVARD,BRONX,2603,7501,2004121,"Filing herewith structural plans for the structural work associated with the interior fit-out of a McDonalds restaurant. No change to use, egress, or occupancy.",Standard Plan Examination or Review,aac08f38-8e6d-f011-a48b-005056b0fc6c,6,Other Documents  - AI1 Form,Other Documents  - AI1 Form,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398917437f,,FILTERED,,NO ZONING DOCUMENTS,2026-03-03,Supporting Documents,Other Documents - Prior to Approval,Accepted
,,,,,,2837,1,3338267,,,,,,,,,AKAMAI_BLOCKED,,,,,,
B01368057-I1,,,287,MASPETH AVENUE,BROOKLYN,2837,1,3338267,"EXTERIOR  REPAIRS TO EXIST THREE WALLED STEEL STRUCTURE FOR NATIONAL GRID. USE PER SECT. 28-105-4.3 OF NYC AC, PUBLIC UTILITY GAS WORK SHALL BE EXEMPT FROM NYC BLDG PERMIT NO CHANGE TO USE, EGRESS OR OCCUPANCY.",Professional Certification,aebad733-c618-f111-a4e8-005056b09d5b,22,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B00809593-P2,,,460,NEPTUNE AVENUE,BROOKLYN,7274,1,3196580,"TO COMBINE 2 APTS. INTO ONE - DEMOLISH EXIST. KITCHEN, PARTITIONS & BATHTUB. BUILD NEW APARTMENT LAYOUT ACCORDING CONSTRUCTION PLAN: NEW DOORS INSTALLATION; COMPOUND & PAINT WALLS, INSTALL NEW AC & KOSHER KITCHEN, BUILD DROP OFF CEILING WITH SPOTLIGHTS.",Professional Certification,f761b77f-56de-ed11-a458-005056b09d5b,6,,,,,NO DOCUMENTS,,NO ZONING DOCUMENTS,,,,
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039863936a7,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Property Ownership Certification,Property Ownership Certification,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07b,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Property Ownership Certification,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07c,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Street Tree Checklist,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039863dca3e,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BROOKLYN/TEST//20260805020609204460777734/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07e,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-08,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Zoning Exhibit form (1-5),Zoning Exhibit form (1-5),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985628cbe,,FILTERED,,HAS ZONING DOCUMENTS,2023-02-17,Supporting Documents,Zoning Exhibit form (1-5),Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Other 1 Documents - Prior to Approval,Other 1 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce05b,,FILTERED,,HAS ZONING DOCUMENTS,2021-11-05,Supporting Documents,Other 1 Documents - Prior to Approval,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,Other 2 Documents  - TR4,Other 2 Documents  - TR4,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985087ab0,,FILTERED,,HAS ZONING DOCUMENTS,2022-08-31,Supporting Documents,Other 2 Documents - Prior to Approval,Accepted
B00608989-I1,,,199,BAY   19 STREET,BROOKLYN,6437,13,3429270,PROPOSED NEW 4 STORY MIXED USE BUILDING.,Standard Plan Examination or Review,a69349d2-6a28-ec11-a412-005056b09d5b,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039849ce07d,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BROOKLYN/TEST//202608050206508791517999203/ZD1 DOB Zoning Diagram_10529406e5.pdf,OK,,HAS ZONING DOCUMENTS,02/17/2024,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
M01364601-I1,,,521,WEST  122 STREET,MANHATTAN,1977,18,1059670,"Cut and point bricks, and rebuild brickwork in various locations. Replace damaged window sills. Repair stones with epoxy. Repair chipped facade stones.",Professional Certification,87cd6aed-bb12-f111-a4a1-005056b0fc6c,,,,,,AKAMAI_BLOCKED,,BLOCKED,,,,
M01364601-I1,,,521,WEST  122 STREET,MANHATTAN,1977,18,1059670,"Cut and point bricks, and rebuild brickwork in various locations. Replace damaged window sills. Repair stones with epoxy. Repair chipped facade stones.",Professional Certification,87cd6aed-bb12-f111-a4a1-005056b0fc6c,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039891b2dd7,,FILTERED,,NO ZONING DOCUMENTS,2026-02-25,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M01230242-P1,,,1,PENN PLAZA,MANHATTAN,783,70,1014387,Construction work on the 44th floor (Toscano Clements Taylor) as indicated on drawings.,Professional Certification,35c3a569-582c-f111-a4a3-005056b04135,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398763ce43,,FILTERED,,NO ZONING DOCUMENTS,2026-03-30,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,EN2: As Built Energy Analysis,EN2: As Built Energy Analysis,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985da3cde,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,EN2: As Built Energy Analysis.,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Plot Diagram,Plot Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984c27df1,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,Plot Diagram,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984633c86,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//202608050222433591235450574/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039843aa455,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-19,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Additional Insured Authorizations,Additional Insured Authorizations,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ade581,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-19,Supporting Documents,Additional Insured Authorizations,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Certificate of Insurance,Certificate of Insurance,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ade68f,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-19,Supporting Documents,Certificate of Insurance,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Certification by Insurance Broker or Agency,Certification by Insurance Broker or Agency,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ade695,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-19,Supporting Documents,Certification by Insurance Broker or Agency,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039845e6d59,,FILTERED,,HAS ZONING DOCUMENTS,2021-10-02,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Final Survey,Final Survey,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985da43d8,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,Final Survey,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,House Number Verification: TOPO Stamp,House Number Verification: TOPO Stamp,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039845e6c90,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,House Number Verification: TOPO Stamp,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Parks Department Acknowledgment Letter for Street Trees Plan,Parks Department Acknowledgment Letter for Street Trees Plan,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984ae1770,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,Parks Department Acknowledgment Letter for Street Trees Plan,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039843aa45a,,FILTERED,,HAS ZONING DOCUMENTS,2021-07-17,Supporting Documents,Street Tree Checklist,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Other Documents  - sustainable_roof_zone_form,Other Documents  - sustainable_roof_zone_form,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398638702f,,FILTERED,,HAS ZONING DOCUMENTS,2024-02-08,Supporting Documents,Other Documents - Prior to Sign Off,Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,Project Specific General Liability (PGL1),Project Specific General Liability (PGL1),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/09003039858386de,,FILTERED,,HAS ZONING DOCUMENTS,2023-04-20,Supporting Documents,Project Specific General Liability (PGL1),Accepted
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/09003039845e93f2,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//20260805022311156441166928/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,10/13/2021,Supporting Documents,ZD1: DOB Zoning Diagram,Rejected
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/090030398456a6f2,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//202608050223589731039139494/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,10/04/2021,Supporting Documents,ZD1: DOB Zoning Diagram,Rejected
Q00559762-I1,,,81-32,258 STREET,QUEENS,8732,50,4178487,Application filed to add 2nd floor as per drawings filed herewith.,Standard Plan Examination or Review,b9670dfc-3fe7-eb11-a40c-005056b0dd10,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039843aa450,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//20260805022441946838724739/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,09/16/2021,Supporting Documents,ZD1: DOB Zoning Diagram,Rejected
